"Odseljeni prebivalci, stari 15 ali veè let, po izobrazbi, državi prihodnjega prebivališèa, spolu in državljanstvu, Slovenija, letno"

"LETO";"DRŽAVA PRIHODNJEGA PREBIVALIŠÈA";"DRŽAVLJANSTVO";"SPOL";"IZOBRAZBA";Odseljeni prebivalci, stari 15 ali veè let
"2018";"....Slovaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2018";"....Združeno kraljestvo";"Državljani RS";"Moški";"Osnovnošolska ali manj";18
"2018";"....Združeno kraljestvo";"Državljani RS";"Moški";"Srednješolska";78
"2018";"....Združeno kraljestvo";"Državljani RS";"Moški";"Višješolska, visokošolska";68
"2018";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";16
"2018";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Srednješolska";77
"2018";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Višješolska, visokošolska";109
"2018";"....ostale države èlanice EU";"Državljani RS";"Moški";"Osnovnošolska ali manj";41
"2018";"....ostale države èlanice EU";"Državljani RS";"Moški";"Srednješolska";131
"2018";"....ostale države èlanice EU";"Državljani RS";"Moški";"Višješolska, visokošolska";129
"2018";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Osnovnošolska ali manj";29
"2018";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Srednješolska";112
"2018";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Višješolska, visokošolska";186
"2018";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";80
"2018";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";188
"2018";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";78
"2018";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";46
"2018";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";121
"2018";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";92
"2018";"....Ruska federacija";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2018";"....Ruska federacija";"Državljani RS";"Moški";"Srednješolska";3
"2018";"....Ruska federacija";"Državljani RS";"Moški";"Višješolska, visokošolska";8
"2018";"....Ruska federacija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2018";"....Ruska federacija";"Državljani RS";"Ženske";"Srednješolska";1
"2018";"....Ruska federacija";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2018";"....Švica";"Državljani RS";"Moški";"Osnovnošolska ali manj";73
"2018";"....Švica";"Državljani RS";"Moški";"Srednješolska";172
"2018";"....Švica";"Državljani RS";"Moški";"Višješolska, visokošolska";67
"2018";"....Švica";"Državljani RS";"Ženske";"Osnovnošolska ali manj";42
"2018";"....Švica";"Državljani RS";"Ženske";"Srednješolska";109
"2018";"....Švica";"Državljani RS";"Ženske";"Višješolska, visokošolska";78
"2018";"....Ukrajina";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2018";"....Ukrajina";"Državljani RS";"Moški";"Srednješolska";1
"2018";"....Ukrajina";"Državljani RS";"Moški";"Višješolska, visokošolska";0
"2018";"....Ukrajina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2018";"....Ukrajina";"Državljani RS";"Ženske";"Srednješolska";0
"2018";"....Ukrajina";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2018";"....ostale evropske države";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2018";"....ostale evropske države";"Državljani RS";"Moški";"Srednješolska";12
"2018";"....ostale evropske države";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2018";"....ostale evropske države";"Državljani RS";"Ženske";"Osnovnošolska ali manj";4
"2018";"....ostale evropske države";"Državljani RS";"Ženske";"Srednješolska";11
"2018";"....ostale evropske države";"Državljani RS";"Ženske";"Višješolska, visokošolska";10
"2018";"AFRIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2018";"AFRIKA";"Državljani RS";"Moški";"Srednješolska";4
"2018";"AFRIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2018";"AFRIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2018";"AFRIKA";"Državljani RS";"Ženske";"Srednješolska";5
"2018";"AFRIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2018";"AZIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";3
"2018";"AZIJA";"Državljani RS";"Moški";"Srednješolska";29
"2018";"AZIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";35
"2018";"AZIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2018";"AZIJA";"Državljani RS";"Ženske";"Srednješolska";21
"2018";"AZIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";34
"2018";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";23
"2018";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";42
"2018";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";53
"2018";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";17
"2018";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";41
"2018";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";55
"2018";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2018";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";6
"2018";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2018";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2018";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";1
"2018";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";2
"2018";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";10
"2018";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";36
"2018";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";23
"2018";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";9
"2018";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";15
"2018";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";34
"2019";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";580
"2019";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1732
"2019";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";735
"2019";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";491
"2019";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1103
"2019";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1000
"2019";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";538
"2019";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1611
"2019";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";644
"2019";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";463
"2019";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1031
"2019";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";866
"2019";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";72
"2019";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";170
"2019";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";45
"2019";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";46
"2019";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";67
"2019";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";17
"2019";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Osnovnošolska ali manj";32
"2019";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Srednješolska";79
"2019";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Višješolska, visokošolska";9
"2019";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";27
"2019";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Srednješolska";18
"2019";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2019";"....Èrna gora";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2019";"....Èrna gora";"Državljani RS";"Moški";"Srednješolska";2
"2019";"....Èrna gora";"Državljani RS";"Moški";"Višješolska, visokošolska";0
"2019";"....Èrna gora";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2019";"....Èrna gora";"Državljani RS";"Ženske";"Srednješolska";1
"2019";"....Èrna gora";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2019";"....Kosovo";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2019";"....Kosovo";"Državljani RS";"Moški";"Srednješolska";8
"2019";"....Kosovo";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2019";"....Kosovo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2019";"....Kosovo";"Državljani RS";"Ženske";"Srednješolska";3
"2019";"....Kosovo";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2019";"....Severna Makedonija";"Državljani RS";"Moški";"Osnovnošolska ali manj";7
"2019";"....Severna Makedonija";"Državljani RS";"Moški";"Srednješolska";17
"2019";"....Severna Makedonija";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2019";"....Severna Makedonija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";7
"2019";"....Severna Makedonija";"Državljani RS";"Ženske";"Srednješolska";7
"2019";"....Severna Makedonija";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2019";"....Srbija";"Državljani RS";"Moški";"Osnovnošolska ali manj";27
"2019";"....Srbija";"Državljani RS";"Moški";"Srednješolska";64
"2019";"....Srbija";"Državljani RS";"Moški";"Višješolska, visokošolska";26
"2019";"....Srbija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";10
"2019";"....Srbija";"Državljani RS";"Ženske";"Srednješolska";38
"2019";"....Srbija";"Državljani RS";"Ženske";"Višješolska, visokošolska";12
"2019";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";395
"2019";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1243
"2019";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";528
"2019";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";374
"2019";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";868
"2019";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";767
"2019";"....Avstrija";"Državljani RS";"Moški";"Osnovnošolska ali manj";145
"2019";"....Avstrija";"Državljani RS";"Moški";"Srednješolska";512
"2019";"....Avstrija";"Državljani RS";"Moški";"Višješolska, visokošolska";116
"2019";"....Avstrija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";116
"2019";"....Avstrija";"Državljani RS";"Ženske";"Srednješolska";282
"2019";"....Avstrija";"Državljani RS";"Ženske";"Višješolska, visokošolska";164
"2019";"....Bolgarija";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2019";"....Bolgarija";"Državljani RS";"Moški";"Srednješolska";10
"2019";"....Bolgarija";"Državljani RS";"Moški";"Višješolska, visokošolska";0
"2019";"....Bolgarija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2019";"....Bolgarija";"Državljani RS";"Ženske";"Srednješolska";1
"2019";"....Bolgarija";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2019";"....Francija";"Državljani RS";"Moški";"Osnovnošolska ali manj";6
"2019";"....Francija";"Državljani RS";"Moški";"Srednješolska";15
"2019";"....Francija";"Državljani RS";"Moški";"Višješolska, visokošolska";11
"2019";"....Francija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";5
"2019";"....Francija";"Državljani RS";"Ženske";"Srednješolska";11
"2019";"....Francija";"Državljani RS";"Ženske";"Višješolska, visokošolska";25
"2019";"....Hrvaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";52
"2019";"....Hrvaška";"Državljani RS";"Moški";"Srednješolska";134
"2019";"....Hrvaška";"Državljani RS";"Moški";"Višješolska, visokošolska";46
"2019";"....Hrvaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";75
"2019";"....Hrvaška";"Državljani RS";"Ženske";"Srednješolska";93
"2019";"....Hrvaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";69
"2019";"....Italija";"Državljani RS";"Moški";"Osnovnošolska ali manj";33
"2019";"....Italija";"Državljani RS";"Moški";"Srednješolska";60
"2019";"....Italija";"Državljani RS";"Moški";"Višješolska, visokošolska";41
"2019";"....Italija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";24
"2019";"....Italija";"Državljani RS";"Ženske";"Srednješolska";71
"2019";"....Italija";"Državljani RS";"Ženske";"Višješolska, visokošolska";63
"2019";"....Nemèija";"Državljani RS";"Moški";"Osnovnošolska ali manj";97
"2019";"....Nemèija";"Državljani RS";"Moški";"Srednješolska";316
"2019";"....Nemèija";"Državljani RS";"Moški";"Višješolska, visokošolska";133
"2019";"....Nemèija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";104
"2019";"....Nemèija";"Državljani RS";"Ženske";"Srednješolska";212
"2019";"....Nemèija";"Državljani RS";"Ženske";"Višješolska, visokošolska";157
"2019";"....Slovaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2019";"....Slovaška";"Državljani RS";"Moški";"Srednješolska";6
"2019";"....Slovaška";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2019";"....Slovaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2019";"....Slovaška";"Državljani RS";"Ženske";"Srednješolska";1
"2019";"....Slovaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2019";"....Združeno kraljestvo";"Državljani RS";"Moški";"Osnovnošolska ali manj";18
"2019";"....Združeno kraljestvo";"Državljani RS";"Moški";"Srednješolska";55
"2019";"....Združeno kraljestvo";"Državljani RS";"Moški";"Višješolska, visokošolska";58
"2019";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";17
"2019";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Srednješolska";86
"2019";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Višješolska, visokošolska";91
"2019";"....ostale države èlanice EU";"Državljani RS";"Moški";"Osnovnošolska ali manj";38
"2019";"....ostale države èlanice EU";"Državljani RS";"Moški";"Srednješolska";135
"2019";"....ostale države èlanice EU";"Državljani RS";"Moški";"Višješolska, visokošolska";119
"2019";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Osnovnošolska ali manj";33
"2019";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Srednješolska";111
"2019";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Višješolska, visokošolska";194
"2019";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";71
"2019";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";198
"2019";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";71
"2019";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";43
"2019";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";96
"2019";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";82
"2019";"....Ruska federacija";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2019";"....Ruska federacija";"Državljani RS";"Moški";"Srednješolska";4
"2019";"....Ruska federacija";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2019";"....Ruska federacija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2019";"....Ruska federacija";"Državljani RS";"Ženske";"Srednješolska";1
"2019";"....Ruska federacija";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2019";"....Švica";"Državljani RS";"Moški";"Osnovnošolska ali manj";64
"2019";"....Švica";"Državljani RS";"Moški";"Srednješolska";185
"2019";"....Švica";"Državljani RS";"Moški";"Višješolska, visokošolska";59
"2019";"....Švica";"Državljani RS";"Ženske";"Osnovnošolska ali manj";39
"2019";"....Švica";"Državljani RS";"Ženske";"Srednješolska";86
"2019";"....Švica";"Državljani RS";"Ženske";"Višješolska, visokošolska";67
"2019";"....Ukrajina";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2019";"....Ukrajina";"Državljani RS";"Moški";"Srednješolska";3
"2019";"....Ukrajina";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2019";"....Ukrajina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2019";"....Ukrajina";"Državljani RS";"Ženske";"Srednješolska";1
"2019";"....Ukrajina";"Državljani RS";"Ženske";"Višješolska, visokošolska";0
"2019";"....ostale evropske države";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2019";"....ostale evropske države";"Državljani RS";"Moški";"Srednješolska";6
"2019";"....ostale evropske države";"Državljani RS";"Moški";"Višješolska, visokošolska";10
"2019";"....ostale evropske države";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2019";"....ostale evropske države";"Državljani RS";"Ženske";"Srednješolska";8
"2019";"....ostale evropske države";"Državljani RS";"Ženske";"Višješolska, visokošolska";14
"2019";"AFRIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";2
"2019";"AFRIKA";"Državljani RS";"Moški";"Srednješolska";3
"2019";"AFRIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2019";"AFRIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2019";"AFRIKA";"Državljani RS";"Ženske";"Srednješolska";2
"2019";"AFRIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";9
"2019";"AZIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";9
"2019";"AZIJA";"Državljani RS";"Moški";"Srednješolska";40
"2019";"AZIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";23
"2019";"AZIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2019";"AZIJA";"Državljani RS";"Ženske";"Srednješolska";20
"2019";"AZIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";36
"2019";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";22
"2019";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";45
"2019";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";39
"2019";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";15
"2019";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";30
"2019";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";45
"2019";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2019";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";5
"2019";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2019";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2019";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";2
"2019";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";8
"2019";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";9
"2019";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";28
"2019";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";22
"2019";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";13
"2019";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";18
"2019";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";36
