"Povpreène meseène bruto plaèe (EUR) po dejavnosti (SKD 2008), doseženi izobrazbi in spolu, Slovenija, letno"

"SKD DEJAVNOST";"DOSEŽENA IZOBRAZBA";"SPOL";"LETO";Povpreène meseène bruto plaèe (EUR, SKD 2008)
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2013";929
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2014";937
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2015";948
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2016";954
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2017";953
"S DRUGE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2018";990
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2010";1266
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2011";1287
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2012";1295
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2013";1273
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2014";1306
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2015";1287
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2016";1287
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2017";1282
"S DRUGE DEJAVNOSTI";"Srednješolska";"Moški";"2018";1309
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2010";972
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2011";1020
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2012";1024
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2013";1021
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2014";1031
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2015";1039
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2016";1050
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2017";1059
"S DRUGE DEJAVNOSTI";"Srednješolska";"Ženske";"2018";1084
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2010";2649
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2011";2574
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2012";2506
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2013";2436
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2014";2352
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2015";2368
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2016";2353
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2017";2251
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2018";2276
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2010";2115
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2011";2132
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2012";2124
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2013";2074
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2014";2036
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2015";2018
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2016";1982
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2017";1967
"S DRUGE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2018";1982
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2010";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2011";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2012";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2013";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2014";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2015";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2016";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2017";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Moški";"2018";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2010";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2011";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2012";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2013";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2014";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2015";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2016";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2017";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Osnovnošolska ali manj";"Ženske";"2018";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2010";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2011";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2012";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2013";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2014";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2015";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2016";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2017";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Moški";"2018";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2010";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2011";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2012";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2013";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2014";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2015";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2016";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2017";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Srednješolska";"Ženske";"2018";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2010";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2011";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2012";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2013";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2014";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2015";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2016";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2017";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Moški";"2018";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2010";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2011";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2012";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2013";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2014";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2015";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2016";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2017";-
"U DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";"Višješolska, visokošolska";"Ženske";"2018";-
